account_name,account_id,after_school,max_capacity,facility_type,program_published,fees_type,advocacy_type,billing_street,billing_city,billing_zip,website,phone,GEOID,indexSupply,indexDemand,MainGrp
"Dixieland Child Care Center, LLC",001i000001YBHJ6,TRUE,85,Child Care Center,TRUE,Sliding Scale,For Profit,1100 E PLEASANT RUN RD STE 108,DESOTO,75115,"",(972) 223-2199,48113016620,91,65,Demand < Supply
Eagles that Soar Afterschool Program at DeSoto West Middle School,0013100001m7idl,TRUE,80,School,TRUE,No Charge,Local Nonprofit,800 N Westmoreland Rd,Desoto,75115,http://www.desotoisd.org/departments/a_c_e_after_school_program,4698104085,48113016618,96,67,Demand < Supply
Eagles that Soar Afterschool Program at McCowan Middle School,0013100001m7ici,TRUE,80,School,TRUE,No Charge,Local Nonprofit,1500 Majestic Meadow Dr,Desoto,75115,http://www.desotoisd.org/departments/a_c_e_after_school_program,4698104085,48113016618,96,67,Demand < Supply
Eagles that Soar Afterschool Program at DeSoto East Middle School,0013100001m7ibB,TRUE,80,School,TRUE,No Charge,Local Nonprofit,601 E Belt Line Rd.,Desoto,75115,http://www.desotoisd.org/departments/a_c_e_after_school_program,(469)810-4085,48113016620,91,65,Demand < Supply
Kids at Heart,0013r00002YNs2G,TRUE,73,Child Care Center,TRUE,Fee,For Profit,901 N POLK ST STE 365,DESOTO,75115,"",469-438-5201,48113016610,96,63,Demand < Supply
Engineers of Tomorrow STEM Preschool,0013100001pohWL,TRUE,55,Child Care Center,TRUE,Sliding Scale,For Profit,1615 N. Hampton Rd. Ste. 240,Desoto,75115,www.engineersoftomorrow.org,(972) 360-8258,48113016634,88,68,Demand < Supply
Kosmic Kids School Age Center,0010Z00001wBiHY,TRUE,50,Child Care Center,TRUE,Sliding Scale,For Profit,1701 N HAMPTON RD STE G,DESOTO,75115,"","",,,,
Wee Care Youth & Recreation Center,001i000001YBHKr,TRUE,48,Child Care Center,TRUE,Sliding Scale,For Profit,1670 N HAMPTON RD STE 115&116,DESOTO,75115,"",(972) 224-1473,48113016634,88,68,Demand < Supply
Kids Are Us Private Learning Center,001i000001YBHG0,TRUE,44,Child Care Center,TRUE,Sliding Scale,For Profit,1108 N WESTMORELAND RD,DESOTO,75115,"",(972) 217-2700,48113016618,96,67,Demand < Supply
Madea's Place,001i000001YBHEp,TRUE,40,Child Care Center,TRUE,Sliding Scale,For Profit,107 N HAMPTON RD,DESOTO,75115,"",(469) 358-9990,48113016618,96,67,Demand < Supply
Discovery House,001i000001YBHJ1,TRUE,34,Child Care Center,TRUE,Sliding Scale,For Profit,105 TERRACE DR,DESOTO,75115,"",(972) 217-0100,48113016628,85,7,Demand < Supply
"Duncanville Fieldhouse """"""""Champions"""""""" After School Program",0013100001m8Pa0,TRUE,400,Child Care Center,TRUE,Fee,For Profit,1700 South Main Street,Duncanville,75137,www.duncanvillefieldhouse.com/178/After-School-Program,972-331-8868,48113016517,86,74,Demand < Supply
Childcare Network #171,0013r00002QSWPK,TRUE,238,Child Care Center,TRUE,Fee,For Profit,707 S CEDAR RIDGE DR,DUNCANVILLE,75137,"",972-298-5296,48113016513,96,65,Demand < Supply
Kidz Are People Too Early Childhood Academy,0013r00002QWCXO,TRUE,194,Child Care Center,TRUE,Fee,For Profit,107 W DANIELDALE RD,DUNCANVILLE,75137,"",972-670-2476,48113016531,94,70,Demand < Supply
Spectrum of Love Childcare,0013r00002QWCXS,TRUE,194,Child Care Center,TRUE,Fee,For Profit,703 S CEDAR RIDGE DR,DUNCANVILLE,75137,"",469-868-6455,48113016513,96,65,Demand < Supply
A 2 Z Learning Center,001i000001YBHFT,TRUE,175,Child Care Center,TRUE,Sliding Scale,For Profit,1323 S MAIN ST,DUNCANVILLE,75137,"",(972) 298-8958,48113016531,94,70,Demand < Supply
KinderCare Learning Center at Cedar Ridge Dr.,001i000001YBHHY,TRUE,150,Child Care Center,TRUE,Sliding Scale,For Profit,314 N CEDAR RIDGE DR,DUNCANVILLE,75116,"",(972) 296-4725,48113016518,87,74,Demand < Supply
Cedar Ridge Preschool,0013100001mAWJn,TRUE,126,Child Care Center,TRUE,Sliding Scale,"",419 N. Cedar Ridge Dr.,Duncanville,75116,"",(972) 296-3861,48113016519,83,69,Demand = Supply
Whiz Kids Learning Center,0010Z000024Fpcj,TRUE,120,Child Care Center,TRUE,Sliding Scale,For Profit,1407 OAK RIDGE DR,DUNCANVILLE,75137,"",817-715-8657,48113016513,96,65,Demand < Supply
Merrimac Day Care Centre,001i000001YBHFU,TRUE,90,Child Care Center,TRUE,Sliding Scale,For Profit,114 W VINYARD RD,DUNCANVILLE,75137,"",(972) 298-2792,48113016531,94,70,Demand < Supply
Stepping Stones of Knowledge Academy,0013100001eWtqk,TRUE,65,Child Care Center,TRUE,Sliding Scale,For Profit,205 E. Red Bird Lane,Duncanville,75116,"",(972) 572-3601,48113016536,83,66,Demand < Supply
Magnificent Learning Academy,0013r00002c3deJ,TRUE,65,"",TRUE,"","",624 N MAIN ST,DUNCANVILLE,75116,"",972-863-8900,48113016516,82,72,Demand = Supply
Right At School at Hastings Elementary School,0013r00002DdbYl,TRUE,50,School,TRUE,Fee,For Profit,602 W Center St. Duncanville,Duncanville,75116,"","",48113016518,87,74,Demand < Supply
Child Care Paradise,0013100001n8Yxw,TRUE,44,Child Care Center,TRUE,Sliding Scale,For Profit,1422 W. Danieldale Rd.,Duncanville,75137,"",(469) 513-2610,48113016513,96,65,Demand < Supply
Hamilton Academy,001i000001YBHFG,TRUE,275,Child Care Center,TRUE,Sliding Scale,For Profit,2725 VALLEY VIEW LN,FARMERS BRANCH,75234,"",(972) 247-3246,48113013902,94,61,Demand < Supply
"Kalken Education Innovation Inc, STEAMspark",0013r00002TzTMS,TRUE,187,Child Care Center,TRUE,Fee,For Profit,1400 VALLEY VIEW LN,FARMERS BRANCH,75234,"",214-809-5767,48113014002,78,72,Demand = Supply
Mona Montessori Greentree,0013100001eXOLw,TRUE,136,School,TRUE,Sliding Scale,For Profit,4440 Sigma Rd.,Farmers Branch,75244,www.montessori.com,(972) 488-1277,48113013806,85,71,Demand < Supply
After The Bell Blair Summer Program,001i000001YBHHE,TRUE,100,Child Care Center,TRUE,Sliding Scale,For Profit,14055 HEARTSIDE PL,FARMERS BRANCH,75234,"",(972) 968-6525,48113013902,94,61,Demand < Supply
Bright Kids Montessori,0013100001cHUs0,TRUE,74,School,TRUE,Sliding Scale,For Profit,2825 Valley View Ln. Ste. 221,Farmers Branch,75234,www.brightkidsmontessori.com,(972) 484-6400,48113013902,94,61,Demand < Supply
RCJ Machado Jiu Jitsu After School,0013100001jBtjZ,TRUE,30,Child Care Center,TRUE,Fee,For Profit,14430 Midway Rd,Farmers Branch,75244,www.rcjmjjfarmersbranch.com,972-934-1316,48113013806,85,71,Demand < Supply
Project Transformation at Chapel Hill United Methodist Church,001i000000Na3OB,TRUE,25,Faith Community,TRUE,Fee,National Nonprofit,12411 Templeton Trail,Farmers Branch,75234,"",(972) 922-1277,48113013804,87,64,Demand < Supply
Breitling Performing Arts,0013100001fJgWs,TRUE,400,Child Care Center,TRUE,Sliding Scale,For Profit,303 Main St.,Garland,75040,www.ActingForChildren.org,972-658-3915,48113018802,93,69,Demand < Supply
Oakhill Day School,001i000001YBHFf,TRUE,308,School,TRUE,Sliding Scale,For Profit,1025 E BRAND RD,GARLAND,75044,"",(972) 530-4962,48113019050,88,69,Demand < Supply
Oak Park School,001i000001YBHGo,TRUE,289,School,TRUE,Sliding Scale,For Profit,2402 FIREWHEEL PKWY,GARLAND,75040,"",(972) 496-6127,48113018120,92,63,Demand < Supply
First Baptist Church Child Development,001i000001YBHJC,TRUE,256,Faith Community,TRUE,Sliding Scale,Local Nonprofit,801 W AVENUE D,GARLAND,75040,"",(972) 272-3221,48113018802,93,69,Demand < Supply
For Kids Only Child Learning Center,001i000001YBHJE,TRUE,221,Child Care Center,TRUE,Sliding Scale,For Profit,5210 DUCK CREEK DR,GARLAND,75043,"",(972) 240-4115,48113018128,79,87,Demand > Supply
Primrose School of Firewheel,0013r00002NExtd,TRUE,211,Child Care Center,TRUE,Fee,For Profit,5074 N PRESIDENT GEORGE BUSH H,GARLAND,75040,"",972-496-0011,48113019050,88,69,Demand < Supply
Kids Green Acre School,001i000001YBHJc,TRUE,204,Child Care Center,TRUE,Sliding Scale,For Profit,675 W OATES RD,GARLAND,75043,"",(972) 681-2710,48113018129,83,73,Demand = Supply
Childrens Treehouse Buckingham,001i000001YBHIq,TRUE,202,Child Care Center,TRUE,Sliding Scale,For Profit,3317 W BUCKINGHAM RD,GARLAND,75042,"",(972) 530-8438,48113019020,85,74,Demand < Supply
Happy Days School,001i000001YBHFH,TRUE,201,Child Care Center,TRUE,Sliding Scale,For Profit,1201 MAIN ST,GARLAND,75040,"",(972) 494-3127,48113018802,93,69,Demand < Supply
LionHeart Children's Academy,0013100001eXOTl,TRUE,200,Child Care Center,TRUE,Sliding Scale,For Profit,2256 Arapaho Rd.,Garland,75044,Lionheartkid.org,(214) 838-3626,48113019027,91,63,Demand < Supply
Ace Kids Academy,0010Z0000234Wgq,TRUE,200,Child Care Center,TRUE,Sliding Scale,For Profit,4330 O BANION RD,GARLAND,75043,"",972-278-7946,48113018126,93,61,Demand < Supply
New Century Montessori Academy,0013r00002NExtb,TRUE,200,Child Care Center,TRUE,Fee,For Profit,1625 FERRIS RD,GARLAND,75044,"",214-802-7770,48113019042,80,71,Demand = Supply
Mount Hebron DCC,001i000001YBHEE,TRUE,195,Child Care Center,TRUE,Sliding Scale,For Profit,901 DAIRY RD,GARLAND,75040,"",(972) 272-8095,48113018204,75,90,Demand > Supply
Glenwood Day School,001i000001YBHJI,TRUE,192,School,TRUE,Sliding Scale,School Run,2446 APOLLO RD,GARLAND,75044,"",(972) 530-4460,48113019029,90,63,Demand < Supply
Castleglen Treehouse Private School,001i000001YBHIj,TRUE,187,Child Care Center,TRUE,Sliding Scale,For Profit,602 CASTLEGLEN DR,GARLAND,75043,"",(972) 240-6530,48113018138,87,69,Demand < Supply
Blue Ivey School,001i000001YBHDm,TRUE,185,School,TRUE,Sliding Scale,For Profit,2101 FIREWHEEL PKWY,GARLAND,75040,"",(972) 414-4839,48113018120,92,63,Demand < Supply
New World United Methodist DCC,001i000001YBHKB,TRUE,185,Community Center/Nonprofit,TRUE,Sliding Scale,For Profit,5134 NORTHWEST HWY,GARLAND,75043,"",(972) 279-8393,48113018126,93,61,Demand < Supply
OakCreek School,001i000001YBHGn,TRUE,170,Child Care Center,TRUE,Sliding Scale,For Profit,3429 COLLINS BLVD,GARLAND,75044,"",(972) 414-1114,48113019031,92,68,Demand < Supply
Country Club Active Learning School LLC,001i000001YBHIv,TRUE,170,Child Care Center,TRUE,Sliding Scale,For Profit,1601 N COUNTRY CLUB RD,GARLAND,75040,"",(972) 494-1754,48113018105,89,28,Demand < Supply
Pecan Ranch Early Learning Center,001i000001YBHFz,TRUE,169,Child Care Center,TRUE,Sliding Scale,For Profit,815 E OATES RD,GARLAND,75043,"",(972) 240-0745,48113018148,80,84,Demand > Supply
Small Miracles Academy Garland Campus,001i000001YBHKa,TRUE,160,Child Care Center,TRUE,Sliding Scale,For Profit,5902 N JUPITER RD,GARLAND,75044,"",(972) 495-0181,48113019031,92,68,Demand < Supply
Prep Montessori Academy Garland,001i000001YBHJU,TRUE,149,School,TRUE,Sliding Scale,For Profit,1951 PLEASANT VALLEY RD,GARLAND,75040,"",(214) 647-1234,48113018151,85,70,Demand < Supply
Little Butterflies Learning Center,0010Z00001uITx2,TRUE,146,Child Care Center,TRUE,Sliding Scale,For Profit,2814 Lavon Dr,Garland,75040,"",972-955-1488,48113018152,85,65,Demand < Supply
Granpas Barnyard School,001i000001YBHGX,TRUE,145,Child Care Center,TRUE,Sliding Scale,For Profit,1521 ROWLETT RD,GARLAND,75043,"",(972) 240-1248,48113018147,83,38,Demand < Supply
Richardson ISD -Xplore! Big Springs Elementary,0013100001pokMU,TRUE,136,School,TRUE,Sliding Scale,School Run,3301 W. Campbell Rd.,Garland,75044,http://www.edline.net/pages/RISD_Departments_and_Programs/PACE,(469) 593-8076,48113019031,92,68,Demand < Supply
LaunchPad Learning Center,0013r00002V2bLn,TRUE,131,Child Care Center,TRUE,Fee,For Profit,1520 LAVON DR,GARLAND,75040,"",469-782-1830,48113018105,89,28,Demand < Supply
Childtime Children's Center at Garland,0010Z00001uFAHD,TRUE,130,Child Care Center,TRUE,Sliding Scale,For Profit,985 W BRAND RD,Garland,75040,"",972-495-9088,48113019027,91,63,Demand < Supply
KinderCare Learning Center at Northwest Hwy.,001i000001YBHT0,TRUE,127,Child Care Center,TRUE,Sliding Scale,For Profit,1321 NORTHWEST HWY,GARLAND,75041,"",(972) 278-9558,48113018402,89,65,Demand < Supply
Centerville Learning Center,001i000001YBHIk,TRUE,118,Child Care Center,TRUE,Sliding Scale,For Profit,407 W CENTERVILLE RD,GARLAND,75041,"",(972) 926-8712,48113018402,89,65,Demand < Supply
Lake Cities Montessori School,001i000001YBHJo,TRUE,115,School,TRUE,Sliding Scale,For Profit,1935 E CENTERVILLE RD,GARLAND,75041,"",(214) 440-4930,48113018205,78,84,Demand > Supply
Little Butterflies Learning Center North,0010Z00002A9mkJ,TRUE,109,Child Care Center,TRUE,Sliding Scale,For Profit,2885 BELT LINE RD,GARLAND,75044,"",972-689-0837,48113019029,90,63,Demand < Supply
Kiddie Cloud Learning Academy,0013r00002dlRGI,TRUE,105,"",TRUE,"","",244 S BARNES DR,GARLAND,75042,"",646-286-7017,48113019013,74,91,Demand > Supply
A Creative Focus Learning Center,001i000001YBHIW,TRUE,101,Child Care Center,TRUE,Sliding Scale,For Profit,720 MEADOWCREEK LN,GARLAND,75043,"",(972) 270-5556,48113018126,93,61,Demand < Supply
KCE Champions LLC at International Leadership,0013100001hE6IS,TRUE,98,Child Care Center,TRUE,Sliding Scale,"",3301 N. Shiloh Rd.,Garland,75044,discoverchampions.com,(940) 230-3493,48113019029,90,63,Demand < Supply
UBC Academy,001i000001YBHFh,TRUE,92,Child Care Center,TRUE,Sliding Scale,For Profit,916 N JUPITER RD,GARLAND,75042,"",(972) 276-8040,48113019046,75,88,Demand > Supply
Frog Academy of Creekside Village LLC,0013r00002DeeJG,TRUE,76,Child Care Center,TRUE,Fee,For Profit,720 N SHILOH RD,GARLAND,75042,"",972-272-8681,48113018900,85,73,Demand < Supply
Magic Land Child Care and Learning Center,0010Z0000273xxo,TRUE,75,Child Care Center,TRUE,Sliding Scale,For Profit,1517 W BUCKINGHAM RD,GARLAND,75042,"",972-495-0809,48113019048,74,78,Demand = Supply
Preschool on Shiloh,0013r00002QWCXQ,TRUE,70,Child Care Center,TRUE,Fee,For Profit,410 N SHILOH RD,GARLAND,75042,"",972-905-5430,48113018900,85,73,Demand < Supply
Willis Early Learning Center,001i000001YBHKz,TRUE,68,Child Care Center,TRUE,Sliding Scale,For Profit,2600 BROADWAY BLVD,GARLAND,75041,"",(469) 371-1780,48113018206,83,79,Demand > Supply
Eastside Child Development Center,0010Z00001a0Bt5,TRUE,58,Child Care Center,TRUE,Sliding Scale,For Profit,2000 S 1ST ST,GARLAND,75041,"","",48113018206,83,79,Demand > Supply
Lighthouse Bilingual Academy,001i000001YBHEC,TRUE,48,Child Care Center,TRUE,Sliding Scale,For Profit,935 CASTLE DR,GARLAND,75040,"",(469) 730-0077,48113018105,89,28,Demand < Supply
Priceless Childcare and Learning Center,0010Z00001a0Bt7,TRUE,47,Child Care Center,TRUE,Sliding Scale,For Profit,5335 BROADWAY BLVD,GARLAND,75043,"","",48113018128,79,87,Demand > Supply
Cornerstone Christian Learning Center,001i000001YBHER,TRUE,46,Child Care Center,TRUE,Sliding Scale,For Profit,7502 N GARLAND AVE,GARLAND,75044,"",(972) 414-4212,,,,
Kids Kingdom Learning Center,001i000001YBHG5,TRUE,41,Child Care Center,TRUE,Sliding Scale,For Profit,4105 BROADWAY BLVD,GARLAND,75043,"",(972) 240-4347,48113018128,79,87,Demand > Supply
The Children's Lounge New Beginnings,0010Z000024Fpci,TRUE,34,Child Care Center,TRUE,Sliding Scale,For Profit,4222 ROSEHILL RD STE 1,GARLAND,75043,"",214-714-3306,48113018148,80,84,Demand > Supply
Richardson ISD PACE - O Henry Elementary,001i000001YBHIO,TRUE,30,School,TRUE,Sliding Scale,School Run,4100 TYNES DR,GARLAND,75042,risd.org,(469) 593-7539,48113019044,86,61,Demand < Supply
Poised for Success Learning Academy,0010Z00001uITx0,TRUE,21,Child Care Center,TRUE,Sliding Scale,For Profit,3603 Broadway Blvd,Garland,75043,"",214-794-1486,48113018111,74,84,Demand > Supply
DeSoto ISD ACE Afterschool at Moates Elementary School,0013100001m7iTW,TRUE,100,School,TRUE,No Charge,School Run,1500 Heritage Blvd.,Glenn Heights,75154,http://www.desotoisd.org/departments/a_c_e_after_school_program,(972) 230-2881,48113016623,83,69,Demand = Supply
Bear Creek Childrens Center,001i000001YBHIc,TRUE,100,Child Care Center,TRUE,Sliding Scale,For Profit,101 E BEAR CREEK RD,GLENN HEIGHTS,75154,"",(972) 223-7437,48113016622,85,63,Demand < Supply
The Children's Courtyard at S Carrier,001i000001YBHT8,TRUE,432,Child Care Center,TRUE,Sliding Scale,For Profit,4285 S CARRIER PKWY,GRAND PRAIRIE,75052,"",(972) 263-7330,48113016412,93,66,Demand < Supply
Crayon Campus,001i000001YBHIw,TRUE,195,Child Care Center,TRUE,Sliding Scale,For Profit,4118 S ROBINSON RD,GRAND PRAIRIE,75052,"",(972) 606-1644,48113016410,95,59,Demand < Supply
Childcare Network #196,001i000001YBHEX,TRUE,181,Child Care Center,TRUE,Sliding Scale,For Profit,3574 S CARRIER PKWY,GRAND PRAIRIE,75052,"",(972) 262-6683,48113016419,96,61,Demand < Supply
"WOS, Inc.  D/B/A The Childrens Courtyard",001i000001YBHH1,TRUE,167,Child Care Center,TRUE,Sliding Scale,For Profit,708 W POLO RD,GRAND PRAIRIE,75052,"",(972) 263-9098,48113016415,93,60,Demand < Supply
First Kids Academy,0013100001hE73M,TRUE,157,Child Care Center,TRUE,Sliding Scale,Local Nonprofit,950 Mayfield Road,Grand Prairie,75052,"",(214) 929-6988,48113016419,96,61,Demand < Supply
Boys and Girls Club of Grand Prairie,0013100001bejyr,TRUE,150,Community Center/Nonprofit,TRUE,Sliding Scale,National Nonprofit,1000 Enterprise St.,Grand Prairie,75051,www.bgca.org,(972) 623-1698,48113016100,87,67,Demand < Supply
Koti Academy of Grand Prairie,0010Z00002CZ9RS,TRUE,136,Child Care Center,TRUE,Fee,For Profit,615 W MARSHALL DR,GRAND PRAIRIE,75051,"",972-262-4333,48113016204,78,83,Demand > Supply
My Little Hearts Learning Center Inc,0010Z000024Fpch,TRUE,128,Child Care Center,TRUE,Sliding Scale,For Profit,668 BEATTY DR,GRAND PRAIRIE,75052,"",972-237-7616,48113016420,80,67,Demand = Supply
Metropolitan Christian Academy No 3,001i000001YBHFn,TRUE,120,Child Care Center,TRUE,Sliding Scale,For Profit,401 ROYAL VALLEY RD,GRAND PRAIRIE,75052,"",(972) 642-7222,48113016420,80,67,Demand = Supply
Loving Care Wee School,001i000001YBHGL,TRUE,120,Child Care Center,TRUE,Sliding Scale,For Profit,1310 S BELT LINE RD,GRAND PRAIRIE,75051,"",(972) 263-9069,48113016301,91,60,Demand < Supply
Grand Prairie ISD Powell Beyond the Bell,0013100001mAvai,TRUE,114,School,TRUE,Fee,School Run,5009 S. Carrier Pkwy.,Grand Prairie,75052,http://www.gpisd.org/domain/11845,972.237.5512,48113016412,93,66,Demand < Supply
Grand Prairie ISD Garner Beyond the Bell,0013100001mAuE4,TRUE,105,School,TRUE,Fee,School Run,145 Polo Rd.,Grand Prairie,75052,http://www.gpisd.org/domain/11845,972.237.5512,48113016415,93,60,Demand < Supply
Helping Hands Child Care Inc,001i000001YBHJN,TRUE,102,Child Care Center,TRUE,Sliding Scale,For Profit,1700 W POLO RD STE 240,GRAND PRAIRIE,75052,"",(972) 623-3784,48113016410,95,59,Demand < Supply
The Perfect Place to Bee Learning Academy,0013r00002ZnCXM,TRUE,102,Child Care Center,TRUE,Fee,For Profit,1510 W POLO RD,GRAND PRAIRIE,75052,"",972-639-3731,48113016410,95,59,Demand < Supply
Journey's Child Development Center,0010Z000029wiCf,TRUE,98,Child Care Center,TRUE,Sliding Scale,For Profit,1326 N STATE HIGHWAY 161,GRAND PRAIRIE,75050,"",214-293-9038,48113015403,82,78,Demand = Supply
Voice of Hope Ministries - ASPIRE Afterschool Uplift Grand,0010Z000025h6dP,TRUE,90,School,TRUE,Fee,Local Nonprofit,300 E. Church St.,Grand Prairie,75050,"","",48113015500,94,59,Demand < Supply
Grand Prairie ISD Marshall Beyond the Bell,0013100001mAvXt,TRUE,88,School,TRUE,Fee,School Run,1160 W. Warrior Dr.,Grand Prairie,75052,http://www.gpisd.org/domain/11845,972.237.5512,48113016419,96,61,Demand < Supply
Grand Prairie ISD Florence Hill Beyond the Bell,0013100001mAu4r,TRUE,88,School,TRUE,Fee,School Run,4213 Robinson Rd.,Grand Prairie,75052,http://www.gpisd.org/domain/11845,972.237.5512,48113016414,81,65,Demand < Supply
Suzannes Early Childhood Development Center,001i000001YBHKj,TRUE,88,Child Care Center,TRUE,Sliding Scale,For Profit,622 FREETOWN RD,GRAND PRAIRIE,75051,"",(972) 266-2503,48113016204,78,83,Demand > Supply
First Christian Church Child Development,0013100001eDCcX,TRUE,85,Faith Community,TRUE,Sliding Scale,For Profit,202 W TARRANT RD,Grand Prairie,75050,"",(972) 262-7434,48113015500,94,59,Demand < Supply
Grand Prairie ISD Whitt Beyond the Bell,0013100001mAvc5,TRUE,85,School,TRUE,Fee,School Run,3320 Edelweiss,Grand Prairie,75052,http://www.gpisd.org/domain/11845,972.237.5512,48113016421,81,59,Demand < Supply
Texas Lighthouse Christian Academy,001i000001YBHGG,TRUE,82,Child Care Center,TRUE,Sliding Scale,For Profit,410 NE 27th ST Lighthouse Baptist Church,Grand Prairie,75050,"",(972) 264-5422,48113015405,83,73,Demand = Supply
Destined for Greatness Christian Academy,001i000001YBHGS,TRUE,81,Child Care Center,TRUE,Sliding Scale,For Profit,824 S CARRIER PKWY,GRAND PRAIRIE,75051,"",(972) 237-4646,48113016100,87,67,Demand < Supply
Grand Prairie ISD Moseley Beyond the Bell,0013100001mAva9,TRUE,74,School,TRUE,Fee,School Run,1851 Camp Wisdom Rd.,Grand Prairie,75052,http://www.gpisd.org/domain/11845,972.237.5512,48113016416,76,72,Demand = Supply
Grand Prairie ISD Moore Beyond the Bell,0013100001mAvYr,TRUE,73,School,TRUE,Fee,School Run,3150 Waterwood Dr.,Grand Prairie,75052,http://www.gpisd.org/domain/11845,972.237.5512,48113016418,87,59,Demand < Supply
Grand Prairie ISD De Zavala Beyond the Bell,0013100001mAu1x,TRUE,70,School,TRUE,Fee,School Run,3501 Mark Dr.,Grand Prairie,75052,http://www.gpisd.org/domain/11845,972.237.5512,48113016420,80,67,Demand = Supply
Grand Prairie ISD Crockett Beyond the Bell,0013100001mAu1J,TRUE,68,School,TRUE,Fee,School Run,1340 Skyline Rd.,Grand Prairie,75052,http://www.gpisd.org/domain/11845,972.237.5512,48113015900,79,68,Demand = Supply
Faruq Islamic Center,0010Z00001xShRo,TRUE,56,Faith Community,TRUE,Sliding Scale,"",2202B SAN ANTONIO ST,GRAND PRAIRIE,75051,"","",48113016100,87,67,Demand < Supply
YMCA at International Leadership- Grand Prairie,0013100001mAyxD,TRUE,50,Community Center/Nonprofit,TRUE,Sliding Scale,National Nonprofit,3501 S. Great Southwest Pkwy.,Grand Prairie,75052,https://www.ymcadallas.org/locations/,(469) 475-6927,,,,
Grand Prairie Family YMCA,0013100001mBPk2,TRUE,50,Community Center/Nonprofit,TRUE,Fee,National Nonprofit,4556  S. Carrier Pkwy.,Grand Prairie,75052,https://www.ymcadallas.org/locations/grand_prairie/,(972) 642-9632,48113016415,93,60,Demand < Supply
Grand Prairie ISD Eisenhower Beyond the Bell,0013100001mAu4S,TRUE,47,School,TRUE,Fee,School Run,2102 N. Carrier Pk.,Grand Prairie,75052,http://www.gpisd.org/domain/11845,972.237.5512,48113015405,83,73,Demand = Supply
Grand Prairie ISD Williams Beyond the Bell,0013100001mAvco,TRUE,46,School,TRUE,Fee,School Run,1635 S.E. 14th St.,Grand Prairie,75052,http://www.gpisd.org/domain/11845,972.237.5512,48113016301,91,60,Demand < Supply
Grand Prairie ISD Bush Beyond the Bell,0013100001mAtzr,TRUE,42,School,TRUE,Fee,School Run,511 E. Springdale Rd.,Grand Prairie,75052,http://www.gpisd.org/domain/11845,972.237.5512,48113016407,74,91,Demand > Supply
Grand Prairie ISD Milam Beyond the Bell,0013100001mAvYc,TRUE,39,School,TRUE,Fee,School Run,2030 Proctor Dr.,Grand Prairie,75052,http://www.gpisd.org/domain/11845,972.237.5512,48113016204,78,83,Demand > Supply
Grand Prairie ISD Seguin Beyond the Bell,0013100001mAvb7,TRUE,37,School,TRUE,Fee,School Run,1450 S.E. 14th St.,Grand Prairie,75052,http://www.gpisd.org/domain/11845,972.237.5512,48113016301,91,60,Demand < Supply
Grand Prairie ISD Morton Beyond the Bell,0013100001mAvS0,TRUE,35,School,TRUE,Fee,School Run,401 E. Grand Prairie Rd.,Grand Prairie,75052,http://www.gpisd.org/domain/11845,972.237.5512,48113016002,74,88,Demand > Supply
Grand Prairie ISD Dickinson Beyond the Bell,0013100001mAu2M,TRUE,32,School,TRUE,Fee,School Run,1902 Palmer Trl.,Grand Prairie,75052,http://www.gpisd.org/domain/11845,972.237.5512,48113016417,80,67,Demand < Supply
Grand Prairie ISD Bonham Beyond the Bell,0013100001mAtj5,TRUE,27,School,TRUE,Fee,School Run,1301 E. Coral Way,Grand Prairie,75052,http://www.gpisd.org/domain/11845,972.237.5512,48113016302,78,82,Demand > Supply
Lighthouse Rescue Mission Church,0013100001k3Pbk,TRUE,25,Child Care Center,TRUE,Sliding Scale,For Profit,402 E. Church St.,Grand Prairie,75050,"",(972) 262-1381,48113015500,94,59,Demand < Supply
Grand Prairie ISD Bowie Beyond the Bell,0013100001mAtyy,TRUE,18,School,TRUE,Fee,School Run,425 Alice Dr.,Grand Prairie,75052,http://www.gpisd.org/domain/11845,972.237.5512,48113016001,73,90,Demand > Supply
Shannon's Lil' Angels Hutchins,0013r00002Hp49q,TRUE,66,Child Care Center,TRUE,Fee,For Profit,700 N JJ LEMMON RD,HUTCHINS,75141,"",214-929-5808,48113016902,76,72,Demand = Supply
Ivy Montessori Academy Valley Ranch,0013100001ciO3i,TRUE,330,School,TRUE,Sliding Scale,For Profit,2750 Ranch Trl.,Irving,75063,www.IvyMontessoriAcademy.com,(469) 314-8080,48113014150,91,43,Demand < Supply
Rockbrook Montessori Academy at Valley Ranch,001i000001YBHKV,TRUE,298,Child Care Center,TRUE,Sliding Scale,For Profit,1201 RANCH TRL,IRVING,75063,"",(972) 831-0200,48113014156,83,60,Demand < Supply
Wonderland Montessori Academy of Valley Ranch,001i000001YBHL2,TRUE,291,School,TRUE,Sliding Scale,School Run,2090 MARKET PLACE BLVD,IRVING,75063,"","",48113014150,91,43,Demand < Supply
Kinwest Montessori Academy,001i000001YBHJk,TRUE,287,School,TRUE,Sliding Scale,For Profit,1009 KINWEST PKWY,IRVING,75063,"",(972) 401-8311,48113014124,84,70,Demand = Supply
Childrens Courtyard at Valley Ranch,001i000001YBHSv,TRUE,283,Child Care Center,TRUE,Sliding Scale,For Profit,8909 VALLEY RANCH PKWY W,IRVING,75063,"",(972) 869-9908,48113014156,83,60,Demand < Supply
